t_s,frametime_ms,fps
22.0836,20.97,47.688
22.1046,22.344,44.755
22.1269,21.921,45.618
22.1488,20.126,49.688
22.169,20.827,48.015
22.1898,20.094,49.767
22.2099,22.35,44.742
22.2322,20.804,48.068
22.253,21.259,47.039
22.2743,19.527,51.212
22.2938,20.251,49.379
22.3141,20.075,49.814
22.3341,21.102,47.389
22.3552,18.833,53.097
22.3741,21.245,47.07
22.3953,20.785,48.112
22.4161,42.395,23.588
22.4585,20.804,48.068
22.4793,19.769,50.585
22.4991,20.482,48.823
22.5196,20.408,49.001
22.54,19.829,50.432
22.5598,20.235,49.42
22.58,19.628,50.947
22.5997,20.521,48.73
22.6202,20.932,47.773
22.6411,20.537,48.694
22.6616,20.104,49.742
22.6817,21.599,46.299
22.7033,19.909,50.227
22.7233,20.796,48.086
22.7441,20.68,48.355
22.7647,22.095,45.259
22.7868,22.542,44.361
22.8094,19.677,50.82
22.829,19.762,50.603
22.8488,21.199,47.171
22.87,20.406,49.004
22.8904,20.896,47.857
22.9113,19.283,51.86
22.9306,20.577,48.599
22.9512,21.946,45.567
22.9731,20.473,48.845
22.9936,21.682,46.122
23.0153,41.815,23.915
23.0571,19.393,51.565
23.0765,20.521,48.731
23.097,20.148,49.633
23.1171,21.712,46.058
23.1389,20.633,48.466
23.1595,19.306,51.799
23.1788,21.073,47.454
23.1999,20.475,48.84
23.2203,19.859,50.356
23.2402,19.729,50.687
23.2599,42.917,23.301
23.3028,21.057,47.491
23.3239,19.239,51.976
23.3431,18.696,53.488
23.3618,19.983,50.041
23.3818,21.095,47.404
23.4029,19.049,52.497
23.422,20.009,49.977
23.442,20.471,48.849
23.4624,19.345,51.693
23.4818,19.185,52.125
23.501,19.958,50.105
23.5209,20.295,49.273
23.5412,21.11,47.371
23.5623,19.41,51.52
23.5818,19.638,50.921
23.6014,20.991,47.639
23.6224,21.062,47.479
23.6434,21.432,46.66
23.6649,18.643,53.64
23.6835,21.158,47.264
23.7047,19.858,50.358
23.7245,21.132,47.321
23.7457,18.632,53.671
23.7643,18.845,53.065
23.7831,19.649,50.893
23.8028,20.781,48.12
23.8236,18.862,53.018
23.8424,20.523,48.726
23.863,21.503,46.505
23.8845,19.446,51.423
23.9039,19.437,51.45
23.9233,18.59,53.792
23.9419,20.251,49.38
23.9622,19.058,52.472
23.9812,20.343,49.156
24.0016,19.214,52.046
24.0208,36.355,27.506
24.0572,20.108,49.731
24.0773,19.488,51.314
24.0968,19.11,52.328
24.1159,20.667,48.386
24.1365,54.345,18.401
24.1909,21.255,47.048
24.2121,19.305,51.799
24.2314,19.296,51.823
24.2507,19.199,52.087
24.2699,19.351,51.678
24.2893,20.275,49.321
24.3096,21.253,47.052
24.3308,20.564,48.629
24.3514,21.734,46.011
24.3731,20.12,49.701
24.3932,17.732,56.395
24.411,19.311,51.784
24.4303,21.282,46.989
24.4516,20.687,48.34
24.4722,20.676,48.365
24.4929,20.121,49.698
24.513,19.847,50.386
24.5329,19.656,50.875
24.5525,17.81,56.15
24.5703,18.056,55.384
24.5884,21.157,47.266
24.6096,20.305,49.25
24.6299,18.411,54.316
24.6483,19.476,51.346
24.6678,36.507,27.392
24.7043,19.056,52.476
24.7233,19.273,51.887
24.7426,18.97,52.714
24.7616,20.488,48.809
24.782,20.261,49.355
24.8023,19.925,50.188
24.8222,18.733,53.383
24.841,55.552,18.001
24.8965,18.967,52.724
24.9155,20.687,48.34
24.9362,19.346,51.691
24.9555,20.258,49.363
24.9758,19.06,52.466
24.9948,19.698,50.766
25.0145,18.709,53.45
25.0332,20.407,49.003
25.0536,19.775,50.568
25.0734,18.799,53.193
25.0922,19.327,51.741
25.1116,19.474,51.35
25.131,20.475,48.841
25.1515,18.426,54.273
25.1699,20.396,49.029
25.1903,20.287,49.292
25.2106,18.122,55.18
25.2287,18.342,54.519
25.2471,19.57,51.099
25.2666,20.907,47.83
25.2876,18.234,54.841
25.3058,20.303,49.253
25.3261,19.457,51.394
25.3455,49.716,20.114
25.3953,19.403,51.537
25.4147,19.125,52.286
25.4338,19.762,50.602
25.4536,20.786,48.109
25.4743,18.577,53.831
25.4929,19.099,52.36
25.512,18.024,55.483
25.53,19.246,51.96
25.5493,20.775,48.134
25.5701,18.892,52.933
25.589,18.765,53.29
25.6077,18.81,53.164
25.6265,19.64,50.917
25.6462,19.059,52.47
25.6652,20.834,47.998
25.6861,19.268,51.898
25.7053,21.194,47.184
25.7265,17.647,56.665
25.7442,17.748,56.346
25.7619,18.832,53.102
25.7807,18.843,53.069
25.7996,20.877,47.9
25.8205,19.812,50.475
25.8403,19.257,51.928
25.8595,20.337,49.172
25.8799,18.57,53.849
25.8984,17.801,56.178
25.9162,18.973,52.705
25.9352,19.093,52.375
25.9543,20.236,49.416
25.9745,19.685,50.801
25.9942,19.407,51.527
26.0136,18.711,53.445
26.0323,47.551,21.03
26.0799,19.547,51.159
26.0994,17.783,56.233
26.1172,17.751,56.334
26.135,17.925,55.789
26.1529,18.643,53.639
26.1715,21.133,47.32
26.1927,20.041,49.898
26.2127,18.097,55.256
26.2308,18.71,53.448
26.2495,19.045,52.508
26.2686,17.985,55.602
26.2866,18.793,53.211
26.3054,42.955,23.28
26.3483,19.554,51.142
26.3679,19.811,50.478
26.3877,18.697,53.484
26.4064,18.199,54.948
26.4246,20.519,48.735
26.4451,17.142,58.338
26.4622,16.769,59.634
26.479,16.839,59.386
26.4958,19.574,51.088
26.5154,19.453,51.406
26.5349,19.467,51.368
26.5543,19.495,51.295
26.5738,18.493,54.074
26.5923,18.984,52.677
26.6113,20.011,49.973
26.6313,17.677,56.572
26.649,18.656,53.601
26.6676,19.395,51.559
26.687,19.845,50.39
26.7069,19.403,51.538
26.7263,18.566,53.863
26.7449,19.191,52.109
26.764,19.805,50.492
26.7839,19.243,51.968
26.8031,16.242,61.57
26.8193,17.321,57.734
26.8367,20.423,48.964
26.8571,20.928,47.783
26.878,19.728,50.688
26.8977,20.339,49.165
26.9181,19.892,50.271
26.938,19.795,50.517
26.9578,18.184,54.993
26.9759,18.618,53.711
26.9946,28.569,35.003
27.0231,20.168,49.584
27.0433,17.714,56.454
27.061,17.685,56.544
27.0787,19.096,52.368
27.0978,17.612,56.78
27.1154,18.65,53.618
27.1341,19.647,50.898
27.1537,18.744,53.352
27.1724,18.382,54.402
27.1908,18.37,54.438
27.2092,19.497,51.291
27.2287,19.294,51.831
27.248,18.758,53.31
27.2667,16.945,59.016
27.2837,18.723,53.411
27.3024,17.462,57.267
27.3199,18.578,53.826
27.3385,17.284,57.855
27.3557,18.411,54.315
27.3742,17.676,56.575
27.3918,17.536,57.026
27.4094,18.266,54.746
27.4276,18.411,54.317
27.446,18.235,54.841
27.4643,18.019,55.496
27.4823,16.938,59.037
27.4992,19.465,51.373
27.5187,53.559,18.671
27.5723,18.68,53.532
27.5909,19.295,51.826
27.6102,18.39,54.377
27.6286,19.284,51.856
27.6479,18.643,53.64
27.6665,16.462,60.744
27.683,17.948,55.718
27.701,17.208,58.113
27.7182,19.072,52.434
27.7372,19.947,50.132
27.7572,18.355,54.48
27.7755,18.227,54.863
27.7938,18.947,52.778
27.8127,18.424,54.277
27.8311,19.28,51.867
27.8504,19.452,51.407
27.8699,19.208,52.061
27.8891,18.611,53.732
27.9077,19.173,52.156
27.9269,16.186,61.781
27.9431,19.5,51.281
27.9626,17.668,56.598
27.9802,17.649,56.659
27.9979,18.775,53.264
28.0166,17.985,55.602
28.0346,17.917,55.813
28.0525,18.11,55.217
28.0707,17.137,58.353
28.0878,18.471,54.138
28.1063,17.448,57.314
28.1237,18.119,55.191
28.1418,18.867,53.004
28.1607,18.407,54.327
28.1791,17.632,56.715
28.1967,17.591,56.846
28.2143,17.821,56.113
28.2322,20.589,48.569
28.2527,19.134,52.262
28.2719,19.008,52.61
28.2909,18.309,54.618
28.3092,19.642,50.911
28.3288,17.55,56.981
28.3464,17.365,57.586
28.3637,19.546,51.161
28.3833,17.095,58.497
28.4004,18.966,52.727
28.4194,16.875,59.259
28.4362,17.67,56.592
28.4539,17.385,57.521
28.4713,17.979,55.621
28.4893,18.427,54.269
28.5077,18.538,53.943
28.5262,17.27,57.904
28.5435,17.552,56.973
28.5611,18.128,55.163
28.5792,18.909,52.886
28.5981,17.988,55.591
28.6161,18.077,55.319
28.6342,18.265,54.75
28.6524,18.788,53.226
28.6712,19.282,51.863
28.6905,17.547,56.989
28.708,17.57,56.915
28.7256,18.308,54.622
28.7439,18.327,54.564
28.7622,18.614,53.723
28.7809,16.486,60.659
28.7973,17.259,57.942
28.8146,17.967,55.657
28.8326,19.522,51.223
28.8521,18.233,54.845
28.8703,19.301,51.811
28.8896,17.941,55.739
28.9076,17.789,56.215
28.9254,19.024,52.564
28.9444,18.718,53.426
28.9631,18.113,55.208
28.9812,17.555,56.965
28.9988,18.075,55.325
29.0168,40.198,24.877
29.057,18.487,54.092
29.0755,18.79,53.221
29.0943,17.959,55.681
29.1123,19.22,52.028
29.1315,19.54,51.177
29.151,17.719,56.437
29.1687,17.813,56.14
29.1866,17.598,56.824
29.2042,17.89,55.899
29.222,16.625,60.152
29.2387,18.774,53.266
29.2574,25.382,39.398
29.2828,18.584,53.809
29.3014,16.827,59.427
29.3182,18.179,55.007
29.3364,18.037,55.441
29.3545,19.407,51.528
29.3739,16.763,59.654
29.3906,19.332,51.727
29.41,19.175,52.152
29.4291,18.661,53.587
29.4478,18.293,54.665
29.4661,16.342,61.191
29.4824,18.436,54.243
29.5009,18.175,55.021
29.519,18.847,53.058
29.5379,17.527,57.056
29.5554,19.335,51.72
29.5748,17.533,57.037
29.5923,16.496,60.622
29.6088,15.547,64.319
29.6243,18.883,52.958
29.6432,17.743,56.36
29.661,18.103,55.239
29.6791,17.623,56.745
29.6967,18.37,54.435
29.715,17.999,55.559
29.733,18.782,53.244
29.7518,18.401,54.345
29.7702,18.089,55.282
29.7883,17.954,55.697
29.8063,18.179,55.008
29.8245,18.126,55.168
29.8426,17.422,57.4
29.86,18.139,55.129
29.8781,18.222,54.88
29.8964,18.32,54.586
29.9147,16.746,59.716
29.9314,18.666,53.573
29.9501,17.754,56.324
29.9678,16.935,59.05
29.9848,17.362,57.596
30.0021,19.254,51.936
30.0214,18.131,55.156
30.0395,18.131,55.155
30.0577,19.544,51.168
30.0772,19.467,51.368
30.0967,17.932,55.766
30.1146,18.989,52.662
30.1336,17.834,56.072
30.1514,18.32,54.586
30.1697,17.552,56.974
30.1873,19.402,51.541
30.2067,19.309,51.789
30.226,17.313,57.759
30.2433,18.802,53.185
30.2621,16.468,60.725
30.2786,18.94,52.799
30.2975,18.024,55.481
30.3156,17.47,57.242
30.333,17.295,57.82
30.3503,18.942,52.793
30.3693,17.592,56.843
30.3869,18.757,53.314
30.4056,18.963,52.733
30.4246,18.057,55.38
30.4426,16.814,59.476
30.4594,18.979,52.689
30.4784,18.112,55.212
30.4965,17.674,56.581
30.5142,19.555,51.137
30.5338,18.287,54.684
30.5521,17.691,56.526
30.5697,17.377,57.548
30.5871,18.055,55.385
30.6052,18.137,55.135
30.6233,17.962,55.672
30.6413,19.589,51.049
30.6609,19.516,51.239
30.6804,18.243,54.816
30.6986,18.036,55.443
30.7167,16.05,62.304
30.7327,18.834,53.096
30.7515,17.297,57.815
30.7688,19.873,50.32
30.7887,18.331,54.552
30.807,17.644,56.678
30.8247,17.537,57.024
30.8422,17.633,56.712
30.8599,16.952,58.99
30.8768,34.48,29.002
30.9113,17.773,56.265
30.9291,18.971,52.713
30.948,17.86,55.989
30.9659,17.86,55.99
30.9838,18.969,52.718
31.0027,16.562,60.378
31.0193,17.945,55.725
31.0372,16.845,59.365
31.0541,17.854,56.009
31.0719,17.015,58.772
31.0889,18.165,55.051
31.1071,19.117,52.309
31.1262,17.71,56.465
31.1439,17.174,58.229
31.1611,18.253,54.786
31.1794,17.587,56.861
31.197,37.773,26.474
31.2347,16.459,60.757
31.2512,17.384,57.525
31.2686,18.139,55.13
31.2867,17.977,55.626
31.3047,18.847,53.057
31.3235,17.939,55.744
31.3415,17.649,56.659
31.3591,18.363,54.456
31.3775,17.936,55.754
31.3954,17.288,57.845
31.4127,18.283,54.695
31.431,20.241,49.404
31.4512,18.949,52.773
31.4702,17.652,56.65
31.4878,16.125,62.017
31.504,18.801,53.188
31.5228,18.669,53.563
31.5414,18.914,52.87
31.5603,18.33,54.554
31.5787,17.281,57.866
31.596,18.4,54.347
31.6144,18.881,52.962
31.6332,17.386,57.517
31.6506,17.757,56.315
31.6684,55.793,17.923
31.7242,18.108,55.224
31.7423,52.586,19.017
31.7949,19.273,51.887
31.8141,17.853,56.013
31.832,17.094,58.499
31.8491,17.883,55.919
31.867,18.363,54.457
31.8853,17.979,55.621
31.9033,18.358,54.471
31.9217,16.649,60.062
31.9383,18.73,53.39
31.957,19.693,50.779
31.9767,56.419,17.724
32.0332,17.571,56.913
32.0507,17.859,55.995
32.0686,18.275,54.721
32.0869,18.031,55.462
32.1049,17.127,58.387
32.122,17.301,57.799
32.1393,17.935,55.756
32.1573,17.276,57.884
32.1745,17.883,55.918
32.1924,17.616,56.768
32.21,18.305,54.629
32.2283,18.973,52.705
32.2473,16.862,59.307
32.2642,18.291,54.672
32.2825,16.888,59.215
32.2994,18.861,53.021
32.3182,17.134,58.362
32.3353,16.645,60.08
32.352,20.608,48.525
32.3726,18.769,53.278
32.3914,18.018,55.5
32.4094,16.899,59.174
32.4263,17.651,56.654
32.4439,17.318,57.744
32.4613,17.939,55.744
32.4792,16.312,61.304
32.4955,18.072,55.334
32.5136,54.6,18.315
32.5682,17.793,56.201
32.586,18.238,54.829
32.6042,19.089,52.386
32.6233,16.711,59.839
32.64,16.888,59.214
32.6569,19.202,52.078
32.6761,18.373,54.428
32.6945,19.351,51.678
32.7138,18.627,53.685
32.7325,19.173,52.156
32.7516,18.707,53.457
32.7703,17.379,57.541
32.7877,17.515,57.092
32.8052,19.822,50.448
32.825,17.041,58.68
32.8421,17.842,56.049
32.8599,18.687,53.512
32.8786,19.103,52.347
32.8977,18.527,53.976
32.9162,18.91,52.881
32.9352,19.406,51.531
32.9546,17.167,58.25
32.9717,18.072,55.336
32.9898,17.081,58.544
33.0069,17.064,58.604
33.0239,17.651,56.655
33.0416,18.356,54.477
33.06,17.571,56.914
33.0775,18.53,53.967
33.0961,17.995,55.572
33.1141,17.844,56.042
33.1319,16.891,59.205
33.1488,18.083,55.301
33.1669,17.688,56.537
33.1846,18.548,53.915
33.2031,18.185,54.991
33.2213,17.634,56.709
33.2389,18.966,52.726
33.2579,18.763,53.297
33.2767,18.343,54.517
33.295,18.842,53.073
33.3138,18.913,52.873
33.3327,18.046,55.415
33.3508,31.582,31.664
33.3824,17.717,56.443
33.4001,17.787,56.221
33.4179,19.38,51.601
33.4373,18.148,55.103
33.4554,16.681,59.949
33.4721,18.408,54.325
33.4905,16.134,61.98
33.5066,18.014,55.513
33.5246,19.759,50.611
33.5444,17.794,56.2
33.5622,18.335,54.54
33.5805,17.495,57.159
33.598,17.654,56.644
33.6157,18.839,53.08
33.6345,18.056,55.382
33.6526,20.89,47.869
33.6735,19.024,52.566
33.6925,18.284,54.693
33.7108,20.383,49.06
33.7312,17.473,57.23
33.7486,19.669,50.84
33.7683,17.498,57.148
33.7858,19.642,50.911
33.8054,18.357,54.475
33.8238,17.914,55.821
33.8417,18.905,52.897
33.8606,17.572,56.908
33.8782,17.68,56.56
33.8959,17.161,58.273
33.913,16.499,60.61
33.9295,17.895,55.882
33.9474,17.775,56.26
33.9652,18.566,53.861
33.9838,18.663,53.581
34.0024,18.271,54.731
34.0207,18.335,54.54
34.039,17.806,56.16
34.0568,18.391,54.375
34.0752,18.197,54.954
34.0934,46.61,21.455
34.14,18.124,55.176
34.1582,19.634,50.931
34.1778,18.137,55.136
34.1959,39.638,25.229
34.2356,18.17,55.037
34.2537,18.743,53.352
34.2725,17.993,55.578
34.2905,18.372,54.432
34.3088,19.304,51.802
34.3282,17.472,57.234
34.3456,17.648,56.665
34.3633,17.898,55.873
34.3812,18.525,53.981
34.3997,18.572,53.844
34.4183,18.518,54.0
34.4368,18.603,53.755
34.4554,19.573,51.09
34.475,16.898,59.18
34.4919,19.553,51.143
34.5114,17.938,55.746
34.5294,18.018,55.5
34.5474,19.177,52.145
34.5665,18.589,53.794
34.5851,18.535,53.952
34.6037,18.514,54.012
34.6222,18.351,54.494
34.6405,17.066,58.596
34.6576,17.335,57.687
34.6749,20.157,49.612
34.6951,18.045,55.417
34.7131,17.783,56.232
34.7309,18.288,54.68
34.7492,17.586,56.864
34.7668,18.751,53.33
34.7855,17.909,55.839
34.8035,19.314,51.776
34.8228,18.822,53.129
34.8416,16.339,61.203
34.8579,17.745,56.355
34.8757,19.186,52.122
34.8949,18.875,52.981
34.9137,18.898,52.915
34.9326,19.227,52.01
34.9519,18.784,53.238
34.9706,18.53,53.966
34.9892,19.271,51.893
35.0084,17.799,56.183
35.0262,18.42,54.289
35.0447,19.116,52.313
35.0638,17.877,55.937
35.0817,19.527,51.211
35.1012,18.587,53.802
35.1198,43.696,22.885
35.1635,18.912,52.876
35.1824,18.511,54.021
35.2009,16.795,59.54
35.2177,19.595,51.032
35.2373,19.16,52.192
35.2564,18.785,53.235
35.2752,19.448,51.419
35.2947,19.104,52.345
35.3138,18.293,54.664
35.3321,18.126,55.17
35.3502,17.581,56.879
35.3678,18.914,52.871
35.3867,18.962,52.738
35.4057,19.27,51.894
35.4249,17.356,57.618
35.4423,18.565,53.866
35.4608,18.61,53.736
35.4795,16.083,62.179
35.4955,18.691,53.5
35.5142,17.469,57.245
35.5317,17.103,58.47
35.5488,18.099,55.253
35.5669,19.032,52.542
35.5859,18.057,55.379
35.604,18.705,53.463
35.6227,18.498,54.06
35.6412,17.582,56.876
35.6588,20.185,49.543
35.679,19.827,50.435
35.6988,19.156,52.204
35.7179,18.538,53.944
35.7365,43.244,23.125
35.7797,18.737,53.369
35.7985,18.554,53.898
35.817,17.176,58.22
35.8342,19.291,51.837
35.8535,18.39,54.376
35.8719,48.686,20.54
35.9206,19.995,50.012
35.9406,17.732,56.395
35.9583,17.411,57.434
35.9757,19.217,52.036
35.9949,19.107,52.336
36.014,20.274,49.323
36.0343,16.917,59.111
36.0512,18.699,53.477
36.0699,18.446,54.212
36.0884,19.406,51.532
36.1078,19.021,52.574
36.1268,18.105,55.234
36.1449,19.487,51.315
36.1644,18.625,53.691
36.183,18.689,53.507
36.2017,19.148,52.225
36.2208,19.949,50.128
36.2408,18.667,53.571
36.2595,18.258,54.771
36.2777,52.33,19.109
36.33,17.161,58.273
36.3472,18.845,53.064
36.366,17.409,57.442
36.3835,20.647,48.433
36.4041,18.904,52.898
36.423,17.682,56.554
36.4407,17.397,57.482
36.4581,17.036,58.7
36.4751,16.488,60.649
36.4916,18.968,52.721
36.5106,19.239,51.977
36.5298,19.589,51.049
36.5494,17.84,56.053
36.5672,18.889,52.939
36.5861,19.204,52.073
36.6053,17.782,56.238
36.6231,26.24,38.109
36.6494,19.177,52.147
36.6685,18.642,53.642
36.6872,27.071,36.94
36.7143,18.962,52.737
36.7332,18.305,54.631
36.7515,19.024,52.566
36.7705,18.912,52.877
36.7895,18.926,52.836
36.8084,18.068,55.348
36.8264,34.693,28.824
36.8611,19.068,52.444
36.8802,18.011,55.522
36.8982,19.316,51.771
36.9175,44.063,22.695
36.9616,17.822,56.11
36.9794,18.968,52.721
36.9984,17.932,55.765
37.0163,18.994,52.648
37.0353,17.335,57.687
37.0527,18.478,54.118
37.0711,17.002,58.817
37.0881,17.731,56.399
37.1059,19.365,51.639
37.1252,17.677,56.569
37.1429,18.684,53.521
37.1616,17.726,56.414
37.1793,18.113,55.207
37.1974,18.869,52.998
37.2163,18.223,54.875
37.2345,19.296,51.823
37.2538,47.614,21.002
37.3014,18.047,55.411
37.3195,18.707,53.455
37.3382,17.74,56.37
37.3559,18.749,53.335
37.3747,17.618,56.759
37.3923,17.515,57.094
37.4098,18.364,54.455
37.4282,20.619,48.498
37.4488,18.164,55.054
37.467,20.089,49.777
37.487,28.083,35.608
37.5151,19.438,51.446
37.5346,17.254,57.957
37.5518,18.593,53.783
37.5704,19.581,51.069
37.59,19.135,52.26
37.6091,18.712,53.441
37.6278,19.716,50.719
37.6476,16.857,59.324
37.6644,19.18,52.137
37.6836,18.797,53.199
37.7024,17.764,56.292
37.7202,19.765,50.594
37.7399,18.84,53.077
37.7588,17.849,56.024
37.7766,18.831,53.103
37.7954,18.718,53.426
37.8142,17.222,58.064
37.8314,19.358,51.659
37.8507,18.686,53.517
37.8694,18.076,55.32
37.8875,18.4,54.347
37.9059,18.62,53.705
37.9245,19.507,51.262
37.944,19.387,51.581
37.9634,18.535,53.952
37.982,17.315,57.752
37.9993,16.823,59.442
38.0161,18.667,53.569
38.0348,17.914,55.823
38.0527,18.391,54.374
38.0711,17.807,56.158
38.0889,17.697,56.507
38.1066,18.065,55.355
38.1246,18.017,55.503
38.1426,18.761,53.303
38.1614,17.097,58.491
38.1785,19.889,50.278
38.1984,18.278,54.71
38.2167,18.191,54.971
38.2349,18.616,53.718
38.2535,18.119,55.19
38.2716,18.66,53.59
38.2903,19.439,51.442
38.3097,16.457,60.764
38.3262,16.732,59.765
38.3429,19.697,50.77
38.3626,17.664,56.613
38.3802,18.112,55.213
38.3984,18.455,54.184
38.4168,18.63,53.676
38.4354,18.72,53.419
38.4542,17.807,56.159
38.472,19.03,52.55
38.491,20.049,49.879
38.5111,17.494,57.161
38.5285,15.482,64.591
38.544,16.312,61.306
38.5603,17.79,56.21
38.5781,17.215,58.089
38.5953,19.52,51.229
38.6149,54.991,18.185
38.6699,18.345,54.51
38.6882,17.318,57.744
38.7055,18.791,53.216
38.7243,44.948,22.248
38.7693,19.02,52.576
38.7883,17.524,57.066
38.8058,18.493,54.075
38.8243,19.338,51.711
38.8436,17.795,56.197
38.8614,18.321,54.582
38.8797,18.363,54.457
38.8981,18.214,54.903
38.9163,18.168,55.042
38.9345,20.942,47.75
38.9554,19.137,52.255
38.9746,18.091,55.275
38.9927,17.323,57.725
39.01,16.819,59.456
39.0268,16.701,59.878
39.0435,18.671,53.559
39.0622,17.355,57.62
39.0795,18.987,52.667
39.0985,17.951,55.707
39.1165,19.264,51.91
39.1357,18.649,53.622
39.1544,18.98,52.687
39.1734,16.706,59.858
39.1901,18.611,53.733
39.2087,18.083,55.299
39.2268,16.889,59.211
39.2437,19.535,51.191
39.2632,17.259,57.941
39.2804,17.862,55.986
39.2983,18.947,52.78
39.3173,17.805,56.165
39.3351,18.44,54.229
39.3535,17.693,56.518
39.3712,19.271,51.891
39.3905,18.808,53.168
39.4093,17.053,58.639
39.4263,19.026,52.56
39.4454,32.902,30.393
39.4783,18.841,53.074
39.4971,17.577,56.893
39.5147,17.698,56.505
39.5324,18.255,54.78
39.5506,18.058,55.377
39.5687,17.066,58.597
39.5858,17.573,56.905
39.6033,19.067,52.446
39.6224,18.778,53.254
39.6412,17.217,58.081
39.6584,18.256,54.775
39.6766,19.353,51.67
39.696,18.708,53.453
39.7147,18.027,55.473
39.7327,19.752,50.628
39.7525,15.893,62.919
39.7684,18.006,55.538
39.7864,17.446,57.321
39.8038,18.116,55.2
39.8219,18.477,54.123
39.8404,18.612,53.728
39.859,16.225,61.633
39.8753,16.866,59.291
39.8921,18.168,55.042
39.9103,17.471,57.238
39.9278,17.176,58.222
39.9449,18.592,53.787
39.9635,18.051,55.399
39.9816,18.878,52.972
40.0005,17.481,57.205
40.0179,17.639,56.694
40.0356,19.573,51.091
40.0551,18.969,52.716
40.0741,51.902,19.267
40.126,18.124,55.177
40.1441,17.797,56.19
40.1619,17.451,57.304
40.1794,16.041,62.342
40.1954,16.751,59.696
40.2122,18.04,55.434
40.2302,18.91,52.883
40.2491,17.054,58.639
40.2662,18.731,53.387
40.2849,17.091,58.511
40.302,19.948,50.131
40.322,17.503,57.133
40.3395,17.512,57.105
40.357,18.346,54.508
40.3753,17.178,58.215
40.3925,17.366,57.582
40.4099,17.498,57.15
40.4274,18.692,53.499
40.4461,18.11,55.217
40.4642,17.91,55.835
40.4821,17.546,56.991
40.4996,17.847,56.031
40.5175,17.822,56.111
40.5353,18.81,53.163
40.5541,17.355,57.619
40.5715,18.233,54.846
40.5897,17.835,56.07
40.6075,18.072,55.333
40.6256,18.933,52.819
40.6445,19.174,52.155
40.6637,17.271,57.9
40.681,17.095,58.496
40.6981,18.115,55.204
40.7162,17.754,56.324
40.7339,18.569,53.854
40.7525,19.443,51.432
40.7719,17.288,57.845
40.7892,36.828,27.154
40.8261,17.631,56.718
40.8437,17.984,55.606
40.8617,17.764,56.295
40.8794,17.64,56.69
40.8971,19.285,51.853
40.9164,17.19,58.174
40.9336,16.887,59.217
40.9504,39.48,25.329
40.9899,17.601,56.815
41.0075,17.149,58.311
41.0247,17.961,55.675
41.0426,16.852,59.342
41.0595,17.705,56.482
41.0772,18.219,54.889
41.0954,17.433,57.362
41.1128,17.136,58.355
41.13,17.28,57.871
41.1473,17.955,55.694
41.1652,16.366,61.103
41.1816,17.823,56.109
41.1994,17.113,58.434
41.2165,18.389,54.38
41.2349,49.672,20.132
41.2846,16.806,59.502
41.3014,18.695,53.49
41.3201,15.874,62.997
41.336,17.385,57.522
41.3533,16.207,61.7
41.3695,19.035,52.535
41.3886,28.176,35.491
41.4168,18.248,54.8
41.435,16.146,61.935
41.4511,17.939,55.743
41.4691,17.037,58.694
41.4861,17.453,57.297
41.5036,18.708,53.452
41.5223,19.304,51.803
41.5416,18.51,54.025
41.5601,16.439,60.83
41.5765,17.243,57.995
41.5938,16.594,60.263
41.6104,17.374,57.558
41.6278,17.294,57.822
41.645,31.854,31.393
41.6769,50.592,19.766
41.7275,16.027,62.394
41.7435,16.793,59.549
41.7603,51.705,19.341
41.812,18.02,55.494
41.83,15.54,64.35
41.8456,17.816,56.13
41.8634,15.989,62.542
41.8794,18.56,53.878
41.8979,15.263,65.518
41.9132,17.978,55.624
41.9312,16.812,59.481
41.948,17.386,57.519
41.9654,16.619,60.171
41.982,16.791,59.556
41.9988,16.066,62.242
42.0149,18.531,53.964
42.0334,17.655,56.64
42.051,17.625,56.739
42.0687,41.31,24.207
42.11,16.652,60.054
42.1266,17.773,56.266
42.1444,15.704,63.677
42.1601,16.703,59.871
42.1768,17.016,58.769
42.1938,16.405,60.956
42.2102,16.072,62.219
42.2263,17.442,57.331
42.2437,17.426,57.385
42.2612,15.953,62.685
42.2771,17.707,56.474
42.2948,15.839,63.136
42.3107,17.399,57.473
42.3281,16.018,62.432
42.3441,18.422,54.282
42.3625,17.639,56.692
42.3801,17.781,56.24
42.3979,17.653,56.648
42.4156,17.906,55.848
42.4335,17.927,55.783
42.4514,17.099,58.482
42.4685,16.667,59.999
42.4852,17.143,58.333
42.5023,18.147,55.105
42.5205,17.385,57.52
42.5379,16.664,60.011
42.5545,18.361,54.464
42.5729,17.076,58.56
42.59,17.311,57.768
42.6073,16.202,61.721
42.6235,17.524,57.066
42.641,19.041,52.517
42.66,16.12,62.034
42.6762,15.698,63.702
42.6919,16.426,60.878
42.7083,17.843,56.044
42.7261,15.872,63.003
42.742,16.11,62.074
42.7581,18.355,54.482
42.7765,17.061,58.615
42.7935,17.093,58.502
42.8106,17.154,58.296
42.8278,17.502,57.137
42.8453,54.801,18.248
42.9001,16.872,59.271
42.9169,26.153,38.236
42.9431,16.15,61.921
42.9592,17.861,55.987
42.9771,17.225,58.057
42.9943,15.749,63.496
43.0101,18.056,55.384
43.0281,18.005,55.54
43.0461,52.929,18.893
43.0991,14.509,68.923
43.1136,18.816,53.148
43.1324,16.929,59.07
43.1493,16.317,61.287
43.1656,17.006,58.803
43.1826,17.114,58.431
43.1998,16.904,59.159
43.2167,15.818,63.22
