t_s,frametime_ms,fps
73.4155,19.593,51.038
73.4351,20.484,48.819
73.4556,20.761,48.167
73.4764,21.762,45.951
73.4981,20.673,48.371
73.5188,19.779,50.559
73.5386,20.851,47.96
73.5595,18.158,55.073
73.5776,19.923,50.192
73.5975,20.236,49.418
73.6178,19.974,50.065
73.6377,21.469,46.579
73.6592,19.543,51.17
73.6788,20.171,49.577
73.6989,22.171,45.105
73.7211,20.341,49.163
73.7414,22.545,44.356
73.764,20.877,47.899
73.7849,19.005,52.618
73.8039,20.756,48.18
73.8246,19.525,51.216
73.8441,20.156,49.612
73.8643,22.279,44.885
73.8866,21.433,46.658
73.908,20.234,49.421
73.9282,20.151,49.626
73.9484,20.603,48.537
73.969,21.329,46.884
73.9903,21.02,47.574
74.0113,20.416,48.982
74.0318,19.533,51.196
74.0513,20.976,47.673
74.0723,21.369,46.797
74.0936,20.495,48.792
74.1141,20.566,48.623
74.1347,19.782,50.55
74.1545,21.638,46.215
74.1761,19.976,50.059
74.1961,20.245,49.396
74.2163,20.247,49.391
74.2366,20.2,49.506
74.2568,20.563,48.631
74.2774,20.105,49.739
74.2975,20.092,49.772
74.3176,20.772,48.141
74.3383,20.627,48.48
74.3589,19.185,52.123
74.3781,20.297,49.268
74.3984,20.282,49.304
74.4187,20.804,48.067
74.4395,21.41,46.708
74.4609,18.667,53.569
74.4796,19.874,50.318
74.4995,19.999,50.002
74.5195,17.839,56.056
74.5373,19.231,51.998
74.5565,20.738,48.222
74.5773,19.726,50.693
74.597,20.61,48.521
74.6176,21.191,47.19
74.6388,20.979,47.668
74.6598,19.771,50.579
74.6796,20.317,49.22
74.6999,32.247,31.01
74.7321,20.68,48.357
74.7528,21.427,46.67
74.7742,21.025,47.563
74.7952,21.063,47.476
74.8163,19.239,51.977
74.8356,21.346,46.848
74.8569,19.562,51.119
74.8765,20.269,49.336
74.8967,19.364,51.643
74.9161,21.937,45.586
74.938,21.623,46.247
74.9597,21.089,47.418
74.9807,20.84,47.984
75.0016,21.746,45.986
75.0233,20.458,48.88
75.0438,20.261,49.356
75.064,21.814,45.842
75.0859,19.541,51.173
75.1054,22.299,44.846
75.1277,20.552,48.657
75.1483,19.703,50.753
75.168,19.869,50.329
75.1878,20.847,47.969
75.2087,20.351,49.137
75.229,20.88,47.892
75.2499,20.846,47.971
75.2708,19.821,50.452
75.2906,21.387,46.758
75.312,20.349,49.142
75.3323,21.186,47.201
75.3535,21.255,47.047
75.3747,20.273,49.326
75.395,21.37,46.794
75.4164,21.743,45.992
75.4381,19.826,50.438
75.458,19.103,52.349
75.4771,18.76,53.305
75.4958,21.072,47.456
75.5169,38.139,26.22
75.555,20.949,47.735
75.576,20.071,49.822
75.5961,20.442,48.919
75.6165,20.731,48.237
75.6372,21.454,46.612
75.6587,22.332,44.779
75.681,22.409,44.626
75.7034,19.483,51.326
75.7229,19.854,50.367
75.7428,19.961,50.097
75.7627,19.455,51.401
75.7822,19.3,51.813
75.8015,20.167,49.585
75.8216,19.741,50.655
75.8414,20.81,48.055
75.8622,20.075,49.812
75.8823,21.372,46.791
75.9036,22.385,44.672
75.926,19.348,51.684
75.9454,19.027,52.558
75.9644,19.78,50.556
75.9842,21.079,47.441
76.0053,19.725,50.698
76.025,20.593,48.561
76.0456,19.145,52.234
76.0647,20.855,47.951
76.0856,19.698,50.765
76.1053,21.02,47.574
76.1263,21.792,45.888
76.1481,19.588,51.051
76.1677,19.791,50.528
76.1875,20.484,48.819
76.208,21.025,47.563
76.229,19.87,50.326
76.2488,20.612,48.516
76.2695,19.02,52.577
76.2885,20.174,49.569
76.3087,21.086,47.425
76.3297,20.181,49.552
76.3499,20.168,49.584
76.3701,20.183,49.546
76.3903,19.923,50.194
76.4102,20.88,47.893
76.4311,19.377,51.608
76.4504,19.27,51.895
76.4697,19.259,51.924
76.489,19.187,52.119
76.5082,18.733,53.382
76.5269,20.411,48.994
76.5473,20.484,48.819
76.5678,20.238,49.411
76.588,20.562,48.634
76.6086,21.161,47.257
76.6298,18.852,53.046
76.6486,20.831,48.005
76.6694,19.66,50.864
76.6891,20.28,49.31
76.7094,20.63,48.473
76.73,20.057,49.857
76.7501,19.241,51.971
76.7693,19.64,50.917
76.7889,20.308,49.243
76.8093,20.525,48.721
76.8298,18.983,52.678
76.8488,20.235,49.42
76.869,20.377,49.074
76.8894,20.368,49.097
76.9097,21.646,46.198
76.9314,19.413,51.513
76.9508,19.501,51.281
76.9703,19.417,51.502
76.9897,18.442,54.225
77.0082,22.254,44.936
77.0304,20.799,48.078
77.0512,20.068,49.831
77.0713,19.418,51.5
77.0907,19.555,51.139
77.1103,19.395,51.561
77.1296,19.771,50.578
77.1494,20.138,49.658
77.1696,20.465,48.863
77.19,18.44,54.23
77.2085,19.873,50.319
77.2283,20.829,48.01
77.2492,18.505,54.038
77.2677,19.504,51.271
77.2872,19.375,51.613
77.3065,20.953,47.725
77.3275,19.23,52.002
77.3467,19.094,52.373
77.3658,19.541,51.175
77.3854,20.025,49.936
77.4054,17.854,56.009
77.4232,21.017,47.581
77.4443,21.558,46.386
77.4658,18.595,53.778
77.4844,19.528,51.208
77.5039,20.6,48.544
77.5245,20.188,49.534
77.5447,20.959,47.711
77.5657,21.25,47.059
77.5869,18.231,54.853
77.6052,21.167,47.244
77.6263,20.155,49.616
77.6465,20.358,49.121
77.6669,19.651,50.889
77.6865,20.023,49.943
77.7065,21.164,47.25
77.7277,20.572,48.61
77.7483,52.073,19.204
77.8003,21.042,47.525
77.8214,19.698,50.767
77.8411,19.222,52.023
77.8603,20.613,48.514
77.8809,21.061,47.481
77.902,21.437,46.649
77.9234,19.706,50.746
77.9431,30.69,32.584
77.9738,19.539,51.18
77.9933,20.724,48.252
78.0141,20.708,48.291
78.0348,19.85,50.379
78.0546,19.887,50.284
78.0745,21.01,47.595
78.0955,20.142,49.648
78.1157,19.084,52.401
78.1347,19.018,52.582
78.1538,19.451,51.41
78.1732,20.026,49.935
78.1932,19.803,50.498
78.213,20.993,47.635
78.234,17.476,57.221
78.2515,20.581,48.588
78.2721,20.464,48.866
78.2926,19.114,52.316
78.3117,19.479,51.338
78.3312,19.309,51.789
78.3505,20.08,49.8
78.3705,20.579,48.593
78.3911,20.084,49.791
78.4112,18.104,55.237
78.4293,19.092,52.379
78.4484,19.389,51.576
78.4678,19.764,50.598
78.4876,19.049,52.496
78.5066,20.422,48.967
78.527,18.299,54.649
78.5453,20.157,49.612
78.5655,20.679,48.359
78.5862,21.207,47.153
78.6074,18.493,54.076
78.6259,20.035,49.913
78.6459,20.272,49.33
78.6662,19.282,51.862
78.6854,18.386,54.389
78.7038,20.073,49.817
78.7239,18.319,54.59
78.7422,19.579,51.076
78.7618,19.432,51.463
78.7812,19.847,50.386
78.8011,20.31,49.236
78.8214,20.451,48.897
78.8418,19.875,50.314
78.8617,17.299,57.808
78.879,19.23,52.001
78.8982,20.016,49.961
78.9183,20.108,49.73
78.9384,20.112,49.72
78.9585,19.174,52.155
78.9777,19.713,50.728
78.9974,20.334,49.179
79.0177,18.768,53.282
79.0365,19.389,51.577
79.0559,19.668,50.844
79.0755,19.045,52.508
79.0946,19.413,51.512
79.114,18.997,52.64
79.133,19.565,51.111
79.1525,20.089,49.778
79.1726,18.742,53.356
79.1914,20.345,49.151
79.2117,19.368,51.632
79.2311,19.356,51.662
79.2504,19.935,50.162
79.2704,19.603,51.013
79.29,18.835,53.093
79.3088,18.71,53.447
79.3275,19.838,50.41
79.3474,19.44,51.44
79.3668,20.542,48.68
79.3874,19.208,52.063
79.4066,20.191,49.527
79.4267,19.5,51.283
79.4462,19.702,50.756
79.466,20.123,49.695
79.4861,19.795,50.518
79.5059,19.928,50.182
79.5258,49.338,20.268
79.5751,19.802,50.501
79.5949,19.798,50.509
79.6147,19.685,50.8
79.6344,20.642,48.446
79.6551,19.942,50.145
79.675,19.523,51.223
79.6945,20.679,48.358
79.7152,19.95,50.125
79.7352,18.537,53.947
79.7537,19.733,50.677
79.7734,18.727,53.398
79.7922,19.444,51.43
79.8116,18.711,53.445
79.8303,19.991,50.022
79.8503,20.105,49.739
79.8704,19.932,50.171
79.8903,21.011,47.593
79.9113,19.844,50.394
79.9312,19.543,51.17
79.9507,18.864,53.012
79.9696,18.27,54.735
79.9879,18.812,53.159
80.0067,20.844,47.975
80.0275,18.822,53.13
80.0463,20.154,49.618
80.0665,19.763,50.599
80.0863,18.96,52.744
80.1052,19.146,52.23
80.1244,20.328,49.193
80.1447,19.019,52.58
80.1637,19.325,51.745
80.183,19.61,50.995
80.2026,20.333,49.182
80.223,19.041,52.517
80.242,18.455,54.186
80.2605,19.445,51.428
80.2799,28.57,35.002
80.3085,18.437,54.239
80.3269,18.788,53.226
80.3457,22.234,44.976
80.368,18.729,53.392
80.3867,20.045,49.887
80.4067,19.637,50.925
80.4264,20.123,49.695
80.4465,20.017,49.957
80.4665,19.834,50.418
80.4863,20.524,48.722
80.5069,18.079,55.313
80.5249,20.337,49.172
80.5453,17.673,56.585
80.5629,19.26,51.921
80.5822,18.545,53.923
80.6008,19.981,50.049
80.6207,20.022,49.946
80.6408,19.424,51.482
80.6602,19.949,50.127
80.6801,18.129,55.159
80.6983,20.313,49.228
80.7186,21.249,47.062
80.7398,18.817,53.145
80.7586,20.337,49.171
80.779,20.809,48.055
80.7998,20.285,49.298
80.8201,18.925,52.84
80.839,19.777,50.564
80.8588,20.082,49.796
80.8789,20.421,48.969
80.8993,19.134,52.262
80.9184,21.732,46.016
80.9401,19.259,51.925
80.9594,18.849,53.052
80.9782,19.51,51.257
80.9978,20.149,49.63
81.0179,19.895,50.265
81.0378,18.589,53.796
81.0564,19.199,52.087
81.0756,20.91,47.823
81.0965,21.302,46.945
81.1178,20.154,49.617
81.138,20.227,49.439
81.1582,19.702,50.757
81.1779,18.779,53.252
81.1967,19.525,51.217
81.2162,20.493,48.797
81.2367,20.323,49.205
81.257,20.969,47.69
81.278,20.043,49.894
81.298,19.652,50.886
81.3177,19.734,50.674
81.3374,21.164,47.25
81.3586,19.63,50.943
81.3782,19.155,52.205
81.3973,20.524,48.723
81.4179,19.138,52.252
81.437,19.378,51.606
81.4564,19.59,51.047
81.476,19.416,51.505
81.4954,18.292,54.67
81.5137,19.503,51.275
81.5332,20.522,48.727
81.5537,21.413,46.7
81.5751,21.382,46.768
81.5965,19.98,50.049
81.6165,19.418,51.498
81.6359,19.763,50.601
81.6557,19.521,51.227
81.6752,20.142,49.647
81.6953,20.361,49.114
81.7157,19.763,50.599
81.7355,19.68,50.813
81.7551,21.886,45.691
81.777,20.606,48.53
81.7976,20.073,49.817
81.8177,20.806,48.062
81.8385,20.152,49.623
81.8587,20.4,49.021
81.8791,21.413,46.7
81.9005,21.046,47.515
81.9215,18.569,53.854
81.9401,19.288,51.845
81.9594,18.672,53.555
81.978,19.801,50.501
81.9978,18.864,53.01
82.0167,19.049,52.496
82.0358,19.808,50.485
82.0556,20.345,49.151
82.0759,20.631,48.47
82.0965,20.569,48.616
82.1171,20.11,49.726
82.1372,19.65,50.892
82.1569,21.118,47.352
82.178,19.662,50.86
82.1977,19.118,52.306
82.2168,19.532,51.197
82.2363,21.756,45.965
82.2581,19.04,52.521
82.2771,18.673,53.552
82.2958,20.292,49.281
82.3161,18.855,53.036
82.3349,20.027,49.933
82.3549,19.321,51.756
82.3743,19.102,52.351
82.3934,19.013,52.594
82.4124,19.232,51.997
82.4316,17.652,56.65
82.4493,20.017,49.957
82.4693,19.295,51.828
82.4886,19.807,50.487
82.5084,20.15,49.628
82.5285,20.3,49.261
82.5488,19.345,51.694
82.5682,20.177,49.56
82.5884,21.853,45.76
82.6102,19.496,51.292
82.6297,20.866,47.926
82.6506,19.735,50.672
82.6703,20.312,49.233
82.6906,19.416,51.504
82.71,18.663,53.581
82.7287,20.899,47.848
82.7496,19.576,51.083
82.7692,22.357,44.729
82.7915,20.535,48.698
82.8121,20.604,48.534
82.8327,18.643,53.638
82.8513,19.374,51.617
82.8707,18.99,52.658
82.8897,20.677,48.363
82.9104,21.148,47.285
82.9315,20.607,48.528
82.9521,19.48,51.334
82.9716,20.963,47.703
82.9926,20.898,47.851
83.0135,18.867,53.003
83.0323,21.347,46.845
83.0537,19.352,51.675
83.073,20.959,47.713
83.094,20.039,49.903
83.114,17.916,55.817
83.1319,21.167,47.243
83.1531,20.727,48.247
83.1738,19.248,51.954
83.1931,20.257,49.365
83.2133,19.824,50.444
83.2332,20.681,48.353
83.2538,19.91,50.225
83.2737,21.265,47.025
83.295,20.476,48.837
83.3155,20.287,49.293
83.3358,21.095,47.404
83.3569,19.098,52.361
83.376,19.623,50.961
83.3956,19.672,50.833
83.4153,20.41,48.995
83.4357,19.82,50.454
83.4555,20.529,48.712
83.476,20.387,49.052
83.4964,21.161,47.256
83.5176,20.047,49.882
83.5376,20.324,49.203
83.5579,21.384,46.765
83.5793,19.369,51.63
83.5987,20.587,48.574
83.6193,20.434,48.937
83.6397,19.716,50.721
83.6594,20.028,49.93
83.6795,20.948,47.737
83.7004,21.732,46.015
83.7221,20.191,49.528
83.7423,20.551,48.66
83.7629,19.861,50.349
83.7827,20.377,49.074
83.8031,20.491,48.801
83.8236,19.172,52.158
83.8428,20.887,47.876
83.8637,18.458,54.178
83.8821,20.63,48.474
83.9028,20.853,47.954
83.9236,19.868,50.333
83.9435,20.143,49.645
83.9636,19.821,50.452
83.9834,21.103,47.387
84.0045,20.162,49.597
84.0247,19.463,51.38
84.0442,20.151,49.624
84.0643,20.937,47.762
84.0853,22.2,45.044
84.1075,20.72,48.262
84.1282,21.19,47.191
84.1494,21.113,47.364
84.1705,20.755,48.181
84.1912,21.245,47.07
84.2125,19.433,51.46
84.2319,21.606,46.282
84.2535,20.968,47.692
84.2745,21.735,46.009
84.2962,22.042,45.368
84.3183,20.992,47.638
84.3393,22.245,44.954
84.3615,19.698,50.766
84.3812,19.276,51.878
84.4005,18.91,52.882
84.4194,20.996,47.627
84.4404,20.84,47.984
84.4612,21.417,46.691
84.4826,20.346,49.151
84.503,19.814,50.47
84.5228,18.788,53.226
84.5416,21.043,47.521
84.5626,22.09,45.27
84.5847,21.591,46.315
84.6063,20.77,48.148
84.6271,19.121,52.299
84.6462,21.178,47.218
84.6674,20.333,49.18
84.6877,20.569,48.616
84.7083,20.744,48.206
84.729,21.916,45.628
84.7509,20.012,49.97
84.771,21.386,46.761
84.7923,21.261,47.034
84.8136,22.305,44.832
84.8359,21.232,47.1
84.8571,21.396,46.737
84.8785,42.899,23.31
84.9214,20.384,49.058
84.9418,19.703,50.753
84.9615,19.403,51.538
84.9809,21.653,46.184
85.0026,22.346,44.751
85.0249,20.677,48.363
85.0456,19.417,51.502
85.065,21.966,45.526
85.087,21.309,46.929
85.1083,20.082,49.796
85.1284,19.664,50.855
85.148,20.097,49.76
85.1681,21.268,47.02
85.1894,20.539,48.687
85.2099,20.867,47.922
85.2308,21.126,47.335
85.2519,19.71,50.735
85.2716,20.14,49.653
85.2918,21.706,46.07
85.3135,21.16,47.259
85.3347,20.497,48.787
85.3552,18.949,52.772
85.3741,19.326,51.745
85.3934,19.612,50.99
85.413,21.267,47.02
85.4343,21.272,47.01
85.4556,22.06,45.331
85.4776,19.132,52.268
85.4968,20.089,49.778
85.5169,19.575,51.086
85.5364,21.259,47.039
85.5577,20.835,47.996
85.5785,20.018,49.954
85.5985,20.646,48.435
85.6192,20.883,47.886
85.6401,20.808,48.059
85.6609,19.502,51.278
85.6804,21.587,46.324
85.702,20.395,49.032
85.7224,20.197,49.512
85.7426,18.951,52.769
85.7615,20.976,47.673
85.7825,20.797,48.083
85.8033,20.465,48.864
85.8238,22.848,43.767
85.8466,19.992,50.021
85.8666,21.535,46.435
85.8881,20.585,48.578
85.9087,21.73,46.02
85.9304,20.363,49.108
85.9508,21.136,47.312
85.9719,21.45,46.62
85.9934,20.516,48.744
86.0139,20.477,48.835
86.0344,20.695,48.321
86.0551,22.902,43.665
86.078,20.947,47.74
86.0989,20.811,48.05
86.1197,20.669,48.382
86.1404,21.023,47.566
86.1614,20.317,49.22
86.1817,21.304,46.939
86.2031,21.413,46.702
86.2245,23.183,43.135
86.2476,21.94,45.579
86.2696,22.545,44.355
86.2921,22.168,45.111
86.3143,23.105,43.281
86.3374,41.151,24.301
86.3786,20.447,48.907
86.399,21.114,47.362
86.4201,20.365,49.103
86.4405,20.825,48.02
86.4613,21.116,47.357
86.4824,21.347,46.844
86.5038,21.4,46.73
86.5252,21.317,46.911
86.5465,20.524,48.724
86.567,20.499,48.783
86.5875,21.977,45.501
86.6095,20.386,49.052
86.6299,22.634,44.182
86.6525,20.267,49.34
86.6728,21.881,45.701
86.6947,20.97,47.687
86.7156,21.505,46.501
86.7371,19.928,50.181
86.7571,21.269,47.016
86.7783,21.195,47.18
86.7995,20.571,48.613
86.8201,21.847,45.772
86.8419,20.44,48.923
86.8624,22.479,44.485
86.8849,21.628,46.237
86.9065,22.058,45.334
86.9285,22.14,45.166
86.9507,21.83,45.809
86.9725,21.963,45.53
86.9945,23.064,43.358
87.0175,20.736,48.226
87.0383,19.946,50.136
87.0582,20.781,48.121
87.079,21.155,47.27
87.1002,22.945,43.582
87.1231,23.346,42.834
87.1465,20.158,49.609
87.1666,21.33,46.881
87.1879,21.937,45.586
87.2099,20.733,48.233
87.2306,20.761,48.167
87.2514,22.378,44.686
87.2738,21.057,47.49
87.2948,21.211,47.145
87.316,22.236,44.973
87.3383,20.376,49.076
87.3586,21.284,46.984
87.3799,22.525,44.394
87.4024,20.261,49.355
87.4227,21.392,46.748
87.4441,21.634,46.225
87.4657,20.723,48.256
87.4864,20.227,49.44
87.5067,20.602,48.54
87.5273,22.27,44.903
87.5495,21.854,45.758
87.5714,22.949,43.575
87.5944,21.709,46.063
87.6161,20.915,47.814
87.637,22.613,44.222
87.6596,19.846,50.389
87.6794,21.861,45.743
87.7013,22.289,44.866
87.7236,21.379,46.776
87.745,22.402,44.639
87.7674,21.607,46.282
87.789,19.371,51.625
87.8083,20.001,49.998
87.8283,20.714,48.277
87.8491,20.293,49.278
87.8693,20.37,49.091
87.8897,21.189,47.195
87.9109,21.22,47.124
87.9321,20.054,49.866
87.9522,21.848,45.77
87.974,22.526,44.394
87.9966,21.861,45.744
88.0184,20.584,48.582
88.039,20.208,49.484
88.0592,20.711,48.283
88.0799,23.365,42.799
88.1033,21.5,46.511
88.1248,21.348,46.842
88.1461,23.102,43.286
88.1692,22.042,45.368
88.1913,21.054,47.497
88.2123,23.273,42.969
88.2356,20.964,47.7
88.2566,21.837,45.793
88.2784,21.657,46.174
88.3001,21.093,47.408
88.3212,21.732,46.015
88.3429,22.873,43.72
88.3658,20.358,49.121
88.3861,19.518,51.235
88.4056,21.786,45.901
88.4274,20.3,49.261
88.4477,22.069,45.312
88.4698,20.851,47.96
88.4906,22.381,44.68
88.513,21.685,46.114
88.5347,48.351,20.682
88.5831,21.198,47.173
88.6043,20.861,47.936
88.6251,23.082,43.325
88.6482,20.959,47.711
88.6692,20.152,49.622
88.6893,21.772,45.931
88.7111,21.549,46.407
88.7326,21.875,45.713
88.7545,20.895,47.859
88.7754,37.364,26.763
88.8128,21.738,46.003
88.8345,22.811,43.839
88.8573,21.996,45.463
88.8793,21.277,47.0
88.9006,21.188,47.197
88.9218,22.303,44.837
88.9441,21.491,46.531
88.9656,22.094,45.262
88.9877,41.897,23.868
89.0296,21.573,46.355
89.0511,21.519,46.471
89.0727,20.705,48.296
89.0934,21.382,46.768
89.1147,20.234,49.423
89.135,21.829,45.811
89.1568,20.932,47.774
89.1777,21.438,46.646
89.1992,21.374,46.786
89.2205,21.764,45.947
89.2423,23.907,41.828
89.2662,21.074,47.452
89.2873,21.859,45.748
89.3092,19.752,50.627
89.3289,19.601,51.019
89.3485,20.875,47.904
89.3694,22.15,45.146
89.3915,22.699,44.055
89.4142,19.901,50.248
89.4341,21.167,47.243
89.4553,21.317,46.91
89.4766,22.155,45.136
89.4988,21.397,46.735
89.5202,21.499,46.513
89.5417,21.65,46.189
89.5633,20.54,48.685
89.5839,22.923,43.623
89.6068,21.908,45.646
89.6287,21.841,45.786
89.6505,21.58,46.339
89.6721,20.22,49.455
89.6923,21.933,45.593
89.7143,22.337,44.77
89.7366,20.787,48.108
89.7574,20.46,48.876
89.7778,22.107,45.234
89.8,19.922,50.195
89.8199,20.542,48.68
89.8404,21.5,46.511
89.8619,21.04,47.527
89.883,20.268,49.339
89.9032,22.368,44.706
89.9256,21.632,46.228
89.9472,21.505,46.501
89.9687,21.281,46.989
89.99,21.685,46.114
90.0117,21.489,46.535
90.0332,37.535,26.641
90.0707,20.083,49.794
90.0908,20.335,49.177
90.1111,22.006,45.442
90.1331,20.871,47.913
90.154,20.572,48.609
90.1746,20.815,48.043
90.1954,21.475,46.566
90.2169,21.856,45.753
90.2387,21.73,46.02
90.2605,20.823,48.024
90.2813,21.786,45.901
90.3031,23.162,43.175
90.3262,20.79,48.101
90.347,21.26,47.038
90.3683,19.869,50.331
90.3882,21.682,46.121
90.4098,21.747,45.984
90.4316,22.389,44.666
90.454,19.995,50.012
90.474,20.417,48.98
90.4944,20.95,47.732
90.5153,21.867,45.73
90.5372,21.702,46.08
90.5589,22.542,44.361
90.5814,21.003,47.613
90.6024,20.896,47.857
90.6233,19.612,50.99
90.643,21.727,46.026
90.6647,21.629,46.234
90.6863,21.42,46.686
90.7077,19.798,50.51
90.7275,22.087,45.275
90.7496,19.109,52.331
90.7687,21.955,45.548
90.7907,20.774,48.136
90.8115,22.504,44.437
90.834,22.9,43.668
90.8569,19.574,51.088
90.8764,22.791,43.876
90.8992,20.532,48.706
90.9198,21.96,45.537
90.9417,21.557,46.389
90.9633,22.108,45.232
90.9854,20.787,48.107
91.0062,22.006,45.442
91.0282,21.683,46.118
91.0499,20.041,49.899
91.0699,22.144,45.158
91.092,20.348,49.144
91.1124,19.913,50.218
91.1323,20.233,49.425
91.1525,21.504,46.504
91.174,20.768,48.151
91.1948,20.947,47.739
91.2158,21.868,45.729
91.2376,20.928,47.782
91.2586,21.577,46.345
91.2801,35.441,28.216
91.3156,21.05,47.507
91.3366,20.759,48.172
91.3574,20.709,48.288
91.3781,21.695,46.094
91.3998,22.074,45.303
91.4219,20.56,48.638
91.4424,19.607,51.002
91.462,20.61,48.521
91.4826,20.651,48.424
91.5033,20.9,47.846
91.5242,22.89,43.688
91.5471,20.861,47.937
91.5679,19.693,50.779
91.5876,20.45,48.9
91.6081,21.052,47.502
91.6291,21.586,46.327
91.6507,21.408,46.711
91.6721,20.131,49.676
91.6923,22.368,44.707
91.7146,21.78,45.913
91.7364,21.397,46.736
91.7578,20.326,49.198
91.7781,20.582,48.585
91.7987,21.33,46.882
91.82,20.084,49.791
91.8401,19.454,51.403
91.8596,19.994,50.015
91.8796,19.534,51.193
91.8991,21.613,46.267
91.9207,20.758,48.174
91.9415,21.304,46.94
91.9628,22.476,44.492
91.9853,19.844,50.394
92.0051,21.554,46.394
92.0267,21.707,46.068
92.0484,22.482,44.479
92.0708,21.561,46.381
92.0924,20.571,48.612
92.113,20.784,48.113
92.1338,20.889,47.872
92.1546,19.951,50.124
92.1746,21.088,47.42
92.1957,19.289,51.842
92.215,21.435,46.652
92.2364,20.984,47.656
92.2574,20.973,47.679
92.2784,20.136,49.662
92.2985,21.361,46.815
92.3199,21.621,46.251
92.3415,21.238,47.086
92.3627,21.657,46.174
92.3844,20.538,48.69
92.4049,21.952,45.554
92.4269,20.43,48.949
92.4473,21.143,47.298
92.4684,21.167,47.243
92.4896,21.424,46.677
92.511,20.476,48.838
92.5315,22.015,45.424
92.5535,21.105,47.382
92.5746,21.32,46.903
92.5959,20.575,48.603
92.6165,19.514,51.245
92.636,21.78,45.913
92.6578,22.816,43.829
92.6806,20.261,49.356
92.7009,19.588,51.052
92.7205,20.172,49.574
92.7407,21.105,47.382
92.7618,22.033,45.387
92.7838,21.506,46.5
92.8053,20.679,48.359
92.826,21.411,46.704
92.8474,19.726,50.695
92.8671,20.816,48.039
92.8879,18.546,53.92
92.9065,21.531,46.444
92.928,20.649,48.428
92.9487,20.194,49.52
92.9688,18.217,54.894
92.9871,19.49,51.309
93.0066,20.654,48.416
93.0272,20.271,49.331
93.0475,20.419,48.975
93.0679,21.438,46.646
93.0893,30.254,33.053
93.1196,32.731,30.552
93.1523,20.786,48.11
93.1731,22.568,44.31
93.1957,20.348,49.145
93.216,21.029,47.554
93.2371,19.237,51.984
93.2563,19.891,50.275
93.2762,20.292,49.28
93.2965,20.033,49.917
93.3165,21.547,46.411
93.3381,20.356,49.127
93.3584,21.341,46.859
93.3797,18.876,52.979
93.3986,20.375,49.08
93.419,20.086,49.786
93.4391,23.209,43.086
93.4623,20.23,49.431
93.4825,20.163,49.596
93.5027,20.004,49.99
93.5227,19.857,50.36
93.5425,20.037,49.907
93.5626,20.237,49.415
93.5828,20.614,48.51
93.6034,20.33,49.189
93.6238,21.391,46.749
93.6452,20.321,49.21
93.6655,51.801,19.305
93.7173,20.682,48.352
93.738,20.37,49.093
93.7583,19.874,50.316
93.7782,21.231,47.1
93.7994,18.352,54.49
93.8178,19.661,50.861
93.8375,19.954,50.114
93.8574,18.703,53.467
93.8761,22.364,44.715
93.8985,20.033,49.916
93.9185,21.292,46.966
93.9398,19.849,50.38
93.9596,20.426,48.957
93.9801,19.29,51.841
93.9994,22.012,45.43
94.0214,20.646,48.436
94.042,20.22,49.457
94.0622,21.788,45.896
94.084,20.247,49.39
94.1043,20.301,49.26
94.1246,20.777,48.13
94.1454,19.354,51.668
94.1647,19.782,50.55
94.1845,19.413,51.511
94.2039,20.043,49.892
94.2239,20.594,48.557
94.2445,19.458,51.392
94.264,20.755,48.182
94.2848,19.645,50.904
94.3044,20.216,49.466
94.3246,20.364,49.105
94.345,21.906,45.649
94.3669,19.994,50.015
94.3869,20.463,48.869
94.4073,21.699,46.085
94.429,20.007,49.982
94.449,19.322,51.754
94.4684,20.493,48.796
94.4889,20.292,49.28
94.5092,19.733,50.678
94.5289,21.052,47.501
94.5499,19.541,51.175
94.5695,20.703,48.302
94.5902,20.685,48.344
94.6109,19.378,51.605
94.6302,19.167,52.172
94.6494,20.144,49.642
94.6696,20.348,49.146
94.6899,19.959,50.102
94.7099,19.549,51.154
94.7294,19.267,51.903
94.7487,20.627,48.479
94.7693,20.787,48.107
94.7901,20.178,49.56
94.8103,20.425,48.959
94.8307,21.125,47.338
94.8518,18.215,54.901
94.87,19.257,51.928
94.8893,19.281,51.865
94.9086,18.97,52.715
94.9275,21.029,47.554
94.9486,20.747,48.2
94.9693,17.943,55.732
94.9873,19.396,51.556
95.0067,19.542,51.171
95.0262,20.987,47.649
95.0472,19.726,50.694
95.0669,20.656,48.412
95.0876,18.58,53.822
95.1062,20.56,48.638
95.1267,19.467,51.369
95.1462,19.929,50.177
95.1661,19.605,51.007
95.1857,18.51,54.024
95.2042,19.147,52.227
95.2234,20.262,49.353
95.2436,19.81,50.479
95.2634,19.802,50.501
95.2832,19.158,52.197
95.3024,20.006,49.986
95.3224,20.933,47.771
95.3433,20.407,49.002
95.3638,18.798,53.198
95.3825,19.358,51.657
95.4019,19.241,51.974
95.4211,19.414,51.509
95.4406,20.507,48.763
95.4611,20.948,47.738
95.482,20.579,48.593
95.5026,18.439,54.233
95.521,18.862,53.017
95.5399,19.24,51.976
95.5591,20.553,48.654
95.5797,21.101,47.391
95.6008,20.906,47.832
95.6217,19.903,50.244
95.6416,19.181,52.135
95.6608,19.275,51.881
95.6801,17.748,56.345
95.6978,17.678,56.567
95.7155,17.875,55.945
95.7334,18.353,54.486
95.7517,18.629,53.679
95.7703,19.478,51.339
95.7898,18.475,54.128
95.8083,19.428,51.473
95.8277,19.729,50.687
95.8474,18.701,53.473
95.8661,19.703,50.753
