t_s,frametime_ms,fps
41.3962,17.459,57.278
41.4137,16.529,60.498
41.4302,17.056,58.63
41.4472,16.73,59.772
41.464,16.33,61.236
41.4803,16.92,59.101
41.4972,15.729,63.578
41.513,17.357,57.615
41.5303,17.615,56.769
41.5479,16.077,62.2
41.564,14.908,67.077
41.5789,16.344,61.184
41.5953,17.318,57.742
41.6126,16.603,60.229
41.6292,17.132,58.37
41.6463,16.495,60.625
41.6628,16.543,60.45
41.6793,16.832,59.409
41.6962,14.741,67.837
41.7109,17.165,58.257
41.7281,17.171,58.236
41.7453,15.867,63.022
41.7611,16.976,58.906
41.7781,17.284,57.857
41.7954,16.229,61.617
41.8116,15.483,64.588
41.8271,16.092,62.141
41.8432,14.633,68.34
41.8578,15.261,65.528
41.8731,16.068,62.235
41.8892,14.693,68.059
41.9038,16.639,60.1
41.9205,15.034,66.515
41.9355,17.047,58.661
41.9526,15.668,63.824
41.9682,16.618,60.175
41.9849,16.576,60.327
42.0014,15.593,64.132
42.017,16.118,62.043
42.0331,16.447,60.801
42.0496,15.384,65.001
42.065,15.789,63.335
42.0808,16.687,59.925
42.0974,16.542,60.452
42.114,17.117,58.423
42.1311,14.668,68.175
42.1458,16.972,58.919
42.1627,16.967,58.938
42.1797,15.777,63.385
42.1955,15.541,64.347
42.211,16.028,62.39
42.2271,14.277,70.044
42.2413,15.28,65.445
42.2566,14.94,66.933
42.2716,14.694,68.056
42.2862,17.392,57.497
42.3036,15.42,64.85
42.3191,16.916,59.116
42.336,14.881,67.201
42.3509,16.279,61.429
42.3671,15.9,62.895
42.383,15.543,64.338
42.3986,16.72,59.809
42.4153,14.917,67.039
42.4302,16.352,61.156
42.4466,16.379,61.052
42.4629,14.372,69.581
42.4773,16.939,59.036
42.4943,14.845,67.363
42.5091,14.267,70.091
42.5234,16.713,59.834
42.5401,14.889,67.164
42.555,16.005,62.481
42.571,16.487,60.655
42.5875,15.822,63.204
42.6033,15.915,62.834
42.6192,15.73,63.572
42.6349,15.759,63.457
42.6507,15.472,64.631
42.6662,17.171,58.239
42.6833,15.558,64.275
42.6989,15.835,63.151
42.7147,15.127,66.108
42.7298,15.866,63.028
42.7457,17.244,57.992
42.763,16.879,59.246
42.7798,16.065,62.248
42.7959,15.594,64.129
42.8115,16.485,60.662
42.828,17.057,58.626
42.845,16.16,61.88
42.8612,13.486,74.148
42.8747,16.958,58.969
42.8916,13.772,72.609
42.9054,16.7,59.881
42.9221,15.729,63.578
42.9378,15.779,63.377
42.9536,14.739,67.845
42.9684,15.489,64.56
42.9839,16.114,62.059
43.0,16.071,62.223
43.016,15.815,63.232
43.0319,16.091,62.146
43.0479,15.897,62.905
43.0638,56.078,17.832
43.1199,16.687,59.928
43.1366,14.731,67.885
43.1513,16.157,61.894
43.1675,14.616,68.417
43.1821,15.858,63.061
43.198,16.139,61.96
43.2141,16.747,59.712
43.2309,15.055,66.422
43.2459,16.561,60.385
43.2625,15.394,64.962
43.2779,14.6,68.492
43.2925,17.516,57.089
43.31,15.88,62.973
43.3259,15.14,66.051
43.341,15.997,62.51
43.357,16.187,61.779
43.3732,16.554,60.407
43.3897,14.757,67.766
43.4045,15.848,63.098
43.4203,14.16,70.623
43.4345,16.297,61.359
43.4508,17.083,58.538
43.4679,17.494,57.162
43.4854,17.712,56.459
43.5031,15.212,65.736
43.5183,15.212,65.737
43.5335,14.67,68.166
43.5482,14.391,69.486
43.5626,15.736,63.551
43.5783,15.49,64.557
43.5938,15.329,65.235
43.6091,15.011,66.616
43.6241,17.315,57.752
43.6415,15.366,65.079
43.6568,16.841,59.379
43.6737,15.629,63.982
43.6893,14.875,67.227
43.7042,14.591,68.535
43.7188,13.075,76.48
43.7318,16.07,62.227
43.7479,15.481,64.597
43.7634,16.971,58.923
43.7804,14.984,66.739
43.7953,15.594,64.128
43.8109,16.645,60.078
43.8276,13.757,72.688
43.8413,14.255,70.149
43.8556,15.167,65.932
43.8708,16.017,62.435
43.8868,14.994,66.694
43.9018,14.755,67.772
43.9165,16.004,62.484
43.9325,14.772,67.694
43.9473,15.994,62.524
43.9633,14.073,71.06
43.9774,16.249,61.542
43.9936,15.239,65.623
44.0089,14.331,69.777
44.0232,15.321,65.268
44.0385,13.66,73.207
44.0522,16.734,59.758
44.0689,15.789,63.336
44.0847,42.826,23.35
44.1275,14.633,68.337
44.1422,17.158,58.284
44.1593,16.98,58.893
44.1763,15.216,65.721
44.1915,14.215,70.349
44.2057,15.541,64.347
44.2213,15.981,62.576
44.2372,16.233,61.602
44.2535,15.201,65.785
44.2687,15.855,63.07
44.2845,15.072,66.349
44.2996,15.478,64.609
44.3151,15.561,64.262
44.3306,14.704,68.008
44.3453,16.475,60.699
44.3618,15.823,63.2
44.3776,16.107,62.085
44.3937,16.695,59.897
44.4104,15.055,66.422
44.4255,14.311,69.875
44.4398,14.935,66.957
44.4547,15.029,66.539
44.4698,15.755,63.471
44.4855,15.375,65.04
44.5009,16.532,60.487
44.5174,15.286,65.42
44.5327,14.033,71.259
44.5468,15.666,63.831
44.5624,14.849,67.347
44.5773,14.166,70.592
44.5914,13.688,73.056
44.6051,15.432,64.801
44.6206,15.388,64.985
44.6359,14.495,68.991
44.6504,16.843,59.37
44.6673,15.004,66.65
44.6823,15.28,65.446
44.6976,13.582,73.626
44.7111,16.049,62.31
44.7272,15.674,63.799
44.7429,14.767,67.719
44.7576,14.211,70.366
44.7719,14.132,70.762
44.786,14.685,68.095
44.8007,13.864,72.131
44.8145,14.832,67.423
44.8294,15.672,63.807
44.845,14.295,69.953
44.8593,15.485,64.58
44.8748,14.218,70.332
44.889,14.195,70.445
44.9032,15.27,65.486
44.9185,15.657,63.87
44.9342,14.253,70.162
44.9484,16.381,61.048
44.9648,14.32,69.83
44.9791,16.527,60.508
44.9956,13.596,73.551
45.0092,15.294,65.385
45.0245,15.612,64.055
45.0401,15.11,66.181
45.0552,15.105,66.203
45.0704,14.81,67.522
45.0852,15.367,65.076
45.1005,14.898,67.122
45.1154,16.076,62.203
45.1315,16.155,61.9
45.1477,14.795,67.589
45.1625,14.792,67.603
45.1772,15.07,66.355
45.1923,14.558,68.689
45.2069,13.263,75.397
45.2201,15.876,62.988
45.236,15.558,64.275
45.2516,16.797,59.535
45.2684,13.659,73.214
45.282,14.477,69.073
45.2965,14.193,70.456
45.3107,16.184,61.788
45.3269,15.119,66.142
45.342,13.946,71.705
45.3559,26.698,37.456
45.3826,13.702,72.983
45.3963,14.501,68.963
45.4108,14.437,69.266
45.4253,17.169,58.245
45.4425,15.375,65.04
45.4578,13.375,74.769
45.4712,15.834,63.156
45.487,15.361,65.098
45.5024,16.366,61.101
45.5188,16.301,61.347
45.5351,14.947,66.903
45.55,14.932,66.969
45.5649,14.664,68.193
45.5796,14.522,68.861
45.5941,15.291,65.396
45.6094,15.854,63.074
45.6253,14.274,70.059
45.6396,14.542,68.765
45.6541,16.341,61.194
45.6704,14.279,70.035
45.6847,14.644,68.287
45.6994,14.142,70.711
45.7135,14.984,66.738
45.7285,14.778,67.669
45.7433,13.764,72.656
45.757,14.722,67.926
45.7717,14.175,70.548
45.7859,16.953,58.988
45.8029,13.163,75.97
45.816,15.043,66.477
45.8311,14.68,68.122
45.8458,14.895,67.136
45.8607,15.159,65.966
45.8758,14.084,71.001
45.8899,13.835,72.283
45.9037,15.012,66.613
45.9187,15.298,65.367
45.934,14.93,66.978
45.949,14.365,69.615
45.9633,13.807,72.43
45.9771,15.025,66.557
45.9922,14.728,67.897
46.0069,15.061,66.399
46.022,14.213,70.356
46.0362,15.775,63.391
46.0519,13.621,73.416
46.0656,14.646,68.277
46.0802,14.031,71.27
46.0942,14.961,66.842
46.1092,15.227,65.672
46.1244,14.919,67.027
46.1394,14.365,69.615
46.1537,15.136,66.07
46.1689,14.654,68.239
46.1835,13.921,71.834
46.1974,13.383,74.722
46.2108,15.256,65.549
46.2261,14.597,68.508
46.2407,14.988,66.72
46.2557,15.16,65.962
46.2708,15.671,63.812
46.2865,15.512,64.466
46.302,14.295,69.953
46.3163,16.176,61.821
46.3325,13.834,72.284
46.3463,15.107,66.196
46.3614,14.17,70.573
46.3756,17.0,58.824
46.3926,14.35,69.687
46.4069,14.281,70.024
46.4212,15.958,62.663
46.4372,14.994,66.694
46.4522,15.089,66.274
46.4672,15.033,66.522
46.4823,14.862,67.288
46.4971,14.428,69.31
46.5116,14.919,67.029
46.5265,13.996,71.449
46.5405,14.96,66.847
46.5554,15.366,65.078
46.5708,13.9,71.944
46.5847,14.09,70.974
46.5988,16.054,62.29
46.6149,14.795,67.588
46.6297,13.91,71.893
46.6436,14.144,70.699
46.6577,15.583,64.171
46.6733,14.715,67.958
46.688,15.527,64.404
46.7035,15.26,65.532
46.7188,14.53,68.823
46.7333,15.389,64.982
46.7487,13.466,74.26
46.7622,16.4,60.974
46.7786,15.259,65.534
46.7938,14.72,67.937
46.8086,15.038,66.498
46.8236,13.732,72.823
46.8373,13.957,71.651
46.8513,13.584,73.615
46.8649,15.081,66.31
46.8799,15.424,64.835
46.8954,13.873,72.084
46.9092,16.261,61.496
46.9255,15.203,65.777
46.9407,14.165,70.598
46.9549,14.207,70.386
46.9691,13.899,71.946
46.983,14.266,70.097
46.9972,14.661,68.21
47.0119,15.526,64.407
47.0274,15.185,65.855
47.0426,15.474,64.626
47.0581,14.192,70.464
47.0723,14.504,68.948
47.0868,14.641,68.299
47.1014,13.906,71.914
47.1153,13.753,72.712
47.1291,15.318,65.284
47.1444,13.926,71.811
47.1583,16.544,60.446
47.1749,14.24,70.224
47.1891,14.621,68.395
47.2037,15.724,63.598
47.2195,14.303,69.914
47.2338,14.777,67.671
47.2485,15.565,64.248
47.2641,14.56,68.681
47.2787,14.989,66.718
47.2937,14.444,69.233
47.3081,16.083,62.178
47.3242,13.062,76.556
47.3372,15.497,64.531
47.3527,14.24,70.224
47.367,14.863,67.28
47.3818,12.996,76.95
47.3948,13.736,72.803
47.4086,14.296,69.948
47.4229,14.064,71.105
47.4369,15.368,65.069
47.4523,13.664,73.184
47.466,15.505,64.495
47.4815,15.95,62.696
47.4974,14.195,70.449
47.5116,14.847,67.354
47.5265,15.144,66.033
47.5416,15.237,65.631
47.5568,13.829,72.314
47.5707,16.063,62.255
47.5867,13.112,76.267
47.5998,14.072,71.062
47.6139,15.783,63.361
47.6297,15.755,63.471
47.6455,15.061,66.397
47.6605,15.083,66.301
47.6756,15.017,66.592
47.6906,15.736,63.549
47.7064,15.409,64.899
47.7218,15.217,65.714
47.737,14.685,68.095
47.7517,14.63,68.355
47.7663,14.137,70.736
47.7804,14.577,68.6
47.795,12.746,78.455
47.8078,15.899,62.898
47.8237,14.122,70.813
47.8378,13.738,72.793
47.8515,14.595,68.517
47.8661,15.267,65.499
47.8814,14.325,69.808
47.8957,15.394,64.959
47.9111,15.742,63.524
47.9268,15.236,65.633
47.9421,14.539,68.779
47.9566,16.573,60.338
47.9732,13.32,75.077
47.9865,13.823,72.341
48.0003,14.859,67.299
48.0152,13.759,72.68
48.0289,13.196,75.779
48.0421,14.22,70.323
48.0564,15.56,64.268
48.0719,15.234,65.643
48.0872,14.884,67.187
48.102,13.204,75.733
48.1152,13.309,75.14
48.1286,14.149,70.676
48.1427,15.307,65.329
48.158,14.627,68.366
48.1726,14.878,67.211
48.1875,14.413,69.381
48.2019,15.945,62.717
48.2179,15.074,66.341
48.2329,17.183,58.196
48.2501,16.422,60.895
48.2665,14.425,69.324
48.281,15.3,65.361
48.2963,16.126,62.014
48.3124,15.445,64.745
48.3278,15.006,66.64
48.3429,16.267,61.473
48.3591,16.999,58.828
48.3761,13.472,74.23
48.3896,12.894,77.555
48.4025,14.959,66.847
48.4174,13.397,74.643
48.4308,14.903,67.103
48.4457,13.125,76.192
48.4589,15.111,66.178
48.474,14.222,70.311
48.4882,14.694,68.056
48.5029,14.635,68.329
48.5175,13.222,75.632
48.5307,15.705,63.676
48.5465,16.118,62.042
48.5626,14.796,67.584
48.5774,13.693,73.03
48.5911,16.243,61.563
48.6073,14.889,67.165
48.6222,16.576,60.328
48.6388,13.521,73.961
48.6523,16.131,61.992
48.6684,14.685,68.095
48.6831,14.297,69.946
48.6974,13.428,74.471
48.7108,14.788,67.624
48.7256,13.776,72.59
48.7394,13.83,72.307
48.7532,15.707,63.666
48.7689,14.895,67.135
48.7838,14.864,67.278
48.7987,15.007,66.634
48.8137,13.867,72.111
48.8276,14.883,67.193
48.8424,14.058,71.134
48.8565,16.52,60.532
48.873,14.095,70.945
48.8871,15.877,62.986
48.903,14.531,68.82
48.9175,15.29,65.404
48.9328,15.255,65.552
48.9481,14.559,68.687
48.9626,14.687,68.088
48.9773,13.811,72.406
48.9911,15.908,62.863
49.007,16.063,62.256
49.0231,15.511,64.469
49.0386,15.625,64.0
49.0542,14.562,68.672
49.0688,14.285,70.003
49.0831,12.805,78.093
49.0959,14.412,69.385
49.1103,14.889,67.161
49.1252,15.074,66.338
49.1403,14.708,67.988
49.155,14.804,67.547
49.1698,14.203,70.406
49.184,14.583,68.575
49.1986,14.646,68.277
49.2132,14.939,66.939
49.2282,16.335,61.217
49.2445,14.169,70.579
49.2587,15.171,65.916
49.2738,14.035,71.249
49.2879,16.588,60.286
49.3044,15.259,65.534
49.3197,14.813,67.509
49.3345,15.21,65.745
49.3497,14.802,67.558
49.3645,17.074,58.567
49.3816,14.517,68.883
49.3961,15.977,62.588
49.4121,14.624,68.382
49.4267,14.857,67.31
49.4416,15.391,64.974
49.457,16.151,61.915
49.4731,13.47,74.239
49.4866,16.349,61.165
49.5029,16.791,59.555
49.5197,14.324,69.813
49.5341,14.174,70.551
49.5482,15.829,63.176
49.5641,13.881,72.04
49.5779,14.043,71.209
49.592,13.55,73.8
49.6055,14.871,67.243
49.6204,15.593,64.131
49.636,14.79,67.615
49.6508,14.599,68.497
49.6654,14.965,66.824
49.6804,15.121,66.134
49.6955,13.877,72.063
49.7094,14.912,67.062
49.7243,16.015,62.441
49.7403,14.493,68.997
49.7548,14.445,69.228
49.7692,12.9,77.518
49.7821,16.265,61.482
49.7984,15.18,65.877
49.8136,12.364,80.878
49.8259,15.851,63.088
49.8418,15.414,64.877
49.8572,15.335,65.212
49.8725,15.003,66.655
49.8875,15.54,64.352
49.9031,12.976,77.068
49.916,16.434,60.848
49.9325,16.74,59.737
49.9492,16.623,60.157
49.9658,14.579,68.592
49.9804,15.6,64.104
49.996,15.541,64.344
50.0116,14.53,68.823
50.0261,14.903,67.102
50.041,15.296,65.378
50.0563,15.04,66.49
50.0713,17.092,58.507
50.0884,14.682,68.112
50.1031,17.586,56.864
50.1207,16.169,61.846
50.1369,16.013,62.448
50.1529,14.932,66.969
50.1678,15.059,66.406
50.1829,16.462,60.746
50.1993,15.548,64.319
50.2149,13.838,72.267
50.2287,14.22,70.323
50.2429,15.316,65.29
50.2582,14.21,70.372
50.2725,15.064,66.385
50.2875,15.794,63.314
50.3033,14.995,66.69
50.3183,13.908,71.9
50.3322,15.012,66.614
50.3472,15.86,63.051
50.3631,14.968,66.811
50.3781,14.581,68.585
50.3926,13.666,73.176
50.4063,14.06,71.123
50.4204,14.557,68.693
50.4349,13.77,72.622
50.4487,15.098,66.235
50.4638,15.722,63.605
50.4795,14.26,70.125
50.4938,15.022,66.567
50.5088,14.058,71.131
50.5229,15.187,65.846
50.538,15.928,62.783
50.554,16.599,60.246
50.5706,17.12,58.41
50.5877,16.043,62.332
50.6037,13.96,71.631
50.6177,14.925,67.003
50.6326,15.759,63.456
50.6484,16.034,62.369
50.6644,14.701,68.021
50.6791,16.036,62.36
50.6951,15.128,66.101
50.7103,17.086,58.528
50.7274,15.791,63.326
50.7431,14.452,69.193
50.7576,16.491,60.641
50.7741,15.504,64.501
50.7896,15.47,64.641
50.8051,14.388,69.505
50.8195,16.42,60.901
50.8359,16.59,60.277
50.8525,15.919,62.817
50.8684,14.03,71.278
50.8824,16.922,59.096
50.8993,15.347,65.158
50.9147,15.835,63.152
50.9305,14.798,67.579
50.9453,15.003,66.652
50.9603,15.774,63.394
50.9761,15.373,65.051
50.9915,15.196,65.806
51.0067,15.71,63.652
51.0224,13.879,72.054
51.0362,14.325,69.807
51.0506,28.623,34.937
51.0792,15.725,63.592
51.0949,15.706,63.668
51.1106,15.248,65.584
51.1259,15.411,64.887
51.1413,14.429,69.306
51.1557,15.739,63.535
51.1715,16.597,60.253
51.1881,16.564,60.371
51.2046,15.383,65.008
51.22,15.487,64.572
51.2355,15.774,63.394
51.2513,16.394,60.996
51.2677,16.195,61.748
51.2838,16.716,59.824
51.3006,15.449,64.728
51.316,16.932,59.06
51.3329,16.699,59.884
51.3496,14.414,69.377
51.3641,15.427,64.821
51.3795,15.298,65.368
51.3948,15.476,64.617
51.4103,15.963,62.646
51.4262,13.152,76.033
51.4394,16.256,61.516
51.4556,15.189,65.838
51.4708,16.525,60.516
51.4873,15.78,63.369
51.5031,17.291,57.835
51.5204,14.851,67.337
51.5353,16.356,61.141
51.5516,15.14,66.051
51.5668,15.724,63.596
51.5825,16.314,61.297
51.5988,14.716,67.955
51.6135,15.29,65.402
51.6288,16.928,59.075
51.6457,14.586,68.558
51.6603,14.766,67.723
51.6751,15.967,62.628
51.6911,14.959,66.85
51.706,14.515,68.895
51.7205,14.184,70.501
51.7347,15.32,65.274
51.75,15.396,64.95
51.7654,15.058,66.41
51.7805,14.137,70.737
51.7946,14.888,67.167
51.8095,15.175,65.899
51.8247,15.166,65.936
51.8398,14.89,67.157
51.8547,16.287,61.4
51.871,14.962,66.835
51.886,15.863,63.04
51.9019,14.554,68.708
51.9164,16.798,59.53
51.9332,16.093,62.14
51.9493,16.274,61.45
51.9656,15.069,66.361
51.9806,14.982,66.746
51.9956,33.194,30.126
52.0288,15.992,62.531
52.0448,14.141,70.716
52.0589,17.377,57.548
52.0763,15.463,64.669
52.0918,16.832,59.409
52.1086,15.525,64.412
52.1241,16.464,60.74
52.1406,14.534,68.804
52.1551,15.164,65.945
52.1703,15.51,64.476
52.1858,15.649,63.902
52.2015,16.117,62.046
52.2176,16.017,62.432
52.2336,15.344,65.174
52.2489,14.209,70.376
52.2632,16.676,59.967
52.2798,14.891,67.157
52.2947,14.282,70.02
52.309,16.486,60.658
52.3255,16.927,59.076
52.3424,16.291,61.385
52.3587,15.218,65.712
52.3739,15.865,63.031
52.3898,53.728,18.612
52.4435,15.544,64.333
52.4591,15.503,64.505
52.4746,16.833,59.406
52.4914,18.603,53.756
52.51,15.424,64.832
52.5254,15.852,63.083
52.5413,14.684,68.1
52.556,15.526,64.407
52.5715,15.533,64.379
52.587,16.469,60.722
52.6035,16.506,60.585
52.62,16.081,62.184
52.6361,15.729,63.576
52.6518,15.596,64.118
52.6674,15.926,62.792
52.6833,14.057,71.137
52.6974,14.557,68.694
52.7119,16.297,61.361
52.7282,14.912,67.059
52.7432,15.408,64.9
52.7586,17.356,57.617
52.7759,15.533,64.38
52.7914,15.733,63.56
52.8072,16.151,61.915
52.8233,15.719,63.616
52.8391,15.352,65.139
52.8544,15.509,64.478
52.8699,17.755,56.322
52.8877,14.135,70.745
52.9018,40.804,24.507
52.9426,16.15,61.921
52.9588,18.505,54.038
52.9773,15.617,64.033
52.9929,17.638,56.697
53.0105,15.915,62.832
53.0264,16.688,59.925
53.0431,15.544,64.334
53.0587,17.513,57.101
53.0762,16.028,62.391
53.0922,15.854,63.074
53.1081,15.864,63.035
53.1239,16.291,61.385
53.1402,15.179,65.881
53.1554,14.827,67.443
53.1702,14.89,67.157
53.1851,15.604,64.084
53.2007,17.393,57.494
53.2181,16.331,61.232
53.2344,18.054,55.389
53.2525,16.264,61.484
53.2688,17.019,58.759
53.2858,16.077,62.2
53.3019,16.234,61.598
53.3181,16.305,61.329
53.3344,15.113,66.168
53.3495,16.218,61.661
53.3657,17.148,58.315
53.3829,15.938,62.743
53.3988,15.146,66.022
53.414,15.194,65.816
53.4292,15.302,65.351
53.4445,15.237,65.629
53.4597,15.175,65.897
53.4749,16.143,61.948
53.491,15.673,63.803
53.5067,17.442,57.334
53.5241,17.565,56.931
53.5417,16.217,61.662
53.5579,16.474,60.701
53.5744,17.853,56.012
53.5922,16.589,60.279
53.6088,16.373,61.076
53.6252,18.019,55.496
53.6432,16.198,61.737
53.6594,16.083,62.178
53.6755,16.358,61.13
53.6919,16.956,58.978
53.7088,16.591,60.274
53.7254,14.93,66.98
53.7403,16.927,59.077
53.7573,17.326,57.715
53.7746,16.741,59.734
53.7913,17.224,58.058
53.8085,14.497,68.978
53.823,15.923,62.801
53.839,15.165,65.939
53.8541,17.441,57.337
53.8716,13.794,72.497
53.8854,17.766,56.287
53.9031,17.856,56.004
53.921,16.007,62.473
53.937,16.415,60.918
53.9534,17.224,58.057
53.9706,14.652,68.251
53.9853,17.184,58.194
54.0025,16.255,61.52
54.0187,14.539,68.781
54.0333,16.236,61.59
54.0495,17.124,58.397
54.0666,16.817,59.464
54.0834,17.125,58.395
54.1006,15.365,65.082
54.1159,17.296,57.816
54.1332,15.991,62.534
54.1492,15.95,62.697
54.1652,15.086,66.287
54.1803,15.796,63.305
54.1961,15.976,62.593
54.212,16.756,59.681
54.2288,33.689,29.683
54.2625,15.983,62.567
54.2785,15.822,63.205
54.2943,15.533,64.379
54.3098,15.738,63.541
54.3256,16.135,61.977
54.3417,13.536,73.878
54.3552,15.454,64.707
54.3707,15.485,64.577
54.3862,16.906,59.149
54.4031,14.762,67.742
54.4178,15.96,62.657
54.4338,16.968,58.934
54.4508,15.96,62.655
54.4667,15.016,66.594
54.4817,17.877,55.939
54.4996,17.561,56.943
54.5172,16.745,59.72
54.5339,16.451,60.785
54.5504,16.615,60.187
54.567,15.385,65.0
54.5824,16.066,62.245
54.5984,16.317,61.285
54.6148,16.331,61.232
54.6311,15.607,64.075
54.6467,17.121,58.408
54.6638,15.11,66.182
54.6789,13.927,71.803
54.6928,16.927,59.076
54.7098,15.723,63.602
54.7255,14.358,69.646
54.7399,15.397,64.946
54.7553,15.544,64.334
54.7708,15.082,66.303
54.7859,15.674,63.799
54.8016,15.516,64.452
54.8171,15.11,66.181
54.8322,17.198,58.146
54.8494,16.465,60.734
54.8658,17.324,57.725
54.8832,16.612,60.198
54.8998,14.737,67.858
54.9145,15.59,64.143
54.9301,17.443,57.33
54.9475,14.066,71.095
54.9616,17.167,58.25
54.9788,16.105,62.092
54.9949,16.446,60.806
55.0113,16.037,62.356
55.0274,15.465,64.664
55.0428,14.427,69.313
55.0573,16.105,62.093
55.0734,16.047,62.317
55.0894,16.259,61.503
55.1057,15.754,63.476
55.1214,14.912,67.059
55.1363,16.186,61.784
55.1525,14.369,69.592
55.1669,15.519,64.439
55.1824,17.097,58.491
55.1995,15.768,63.42
55.2153,18.16,55.066
55.2334,16.953,58.987
55.2504,15.43,64.808
55.2658,15.629,63.984
55.2814,16.606,60.219
55.2981,15.194,65.816
55.3132,15.502,64.506
55.3287,16.212,61.683
55.345,15.564,64.249
55.3605,16.101,62.108
55.3766,14.517,68.887
55.3911,16.656,60.037
55.4078,18.244,54.812
55.426,16.935,59.048
55.443,16.146,61.933
55.4591,16.623,60.159
55.4757,15.053,66.434
55.4908,16.182,61.795
55.507,17.045,58.669
55.524,16.12,62.033
55.5401,17.792,56.206
55.5579,14.264,70.107
55.5722,14.868,67.26
55.5871,16.444,60.811
55.6035,16.569,60.354
55.6201,15.543,64.339
55.6356,17.794,56.199
55.6534,15.87,63.01
55.6693,16.55,60.421
55.6858,16.944,59.018
55.7028,16.619,60.174
55.7194,15.749,63.495
55.7352,26.043,38.398
55.7612,17.223,58.061
55.7784,17.344,57.658
55.7958,16.603,60.229
55.8124,16.171,61.839
55.8285,15.072,66.347
55.8436,15.996,62.515
55.8596,14.633,68.337
55.8742,15.292,65.392
55.8895,18.613,53.727
55.9081,15.529,64.395
55.9237,16.582,60.306
55.9403,16.402,60.97
55.9567,16.858,59.319
55.9735,16.822,59.445
55.9903,15.343,65.178
56.0057,16.034,62.367
56.0217,15.387,64.991
56.0371,17.678,56.567
56.0548,16.835,59.4
56.0716,17.069,58.584
56.0887,15.811,63.249
56.1045,15.615,64.041
56.1201,15.43,64.808
56.1355,15.486,64.575
56.151,15.852,63.083
56.1669,17.674,56.581
56.1846,16.151,61.915
56.2007,16.336,61.214
56.217,16.847,59.357
56.2339,15.809,63.254
56.2497,16.58,60.315
56.2663,17.972,55.642
56.2842,17.451,57.305
56.3017,15.886,62.947
56.3176,15.719,63.616
56.3333,15.019,66.584
56.3483,14.54,68.778
56.3629,16.539,60.462
56.3794,15.052,66.437
56.3945,16.414,60.922
56.4109,16.031,62.378
56.4269,16.377,61.062
56.4433,14.504,68.946
56.4578,15.922,62.805
56.4737,15.395,64.955
56.4891,15.787,63.342
56.5049,14.172,70.56
56.5191,16.889,59.21
56.5359,16.472,60.71
56.5524,16.415,60.921
56.5688,15.303,65.347
56.5841,15.102,66.217
56.5992,16.478,60.687
56.6157,15.486,64.576
56.6312,15.443,64.756
56.6466,14.451,69.202
56.6611,13.519,73.968
56.6746,14.806,67.542
56.6894,17.593,56.841
56.707,15.068,66.364
56.7221,18.577,53.829
56.7407,18.338,54.532
56.759,15.577,64.196
56.7746,17.113,58.436
56.7917,15.216,65.72
56.8069,15.554,64.292
56.8225,15.293,65.39
56.8377,16.325,61.257
56.8541,17.131,58.374
56.8712,16.474,60.704
56.8877,16.93,59.068
56.9046,15.338,65.197
56.9199,16.542,60.452
56.9365,16.975,58.911
56.9535,18.085,55.293
56.9715,16.112,62.064
56.9877,16.425,60.884
57.0041,14.904,67.096
57.019,16.429,60.869
57.0354,15.306,65.335
57.0507,15.648,63.906
57.0664,17.031,58.716
57.0834,15.218,65.71
57.0986,16.132,61.99
57.1148,16.688,59.922
57.1314,15.369,65.067
57.1468,16.569,60.354
57.1634,16.068,62.237
57.1794,16.922,59.093
57.1964,15.785,63.35
57.2122,17.361,57.602
57.2295,16.422,60.893
57.2459,17.797,56.188
57.2637,15.051,66.441
57.2788,14.523,68.854
57.2933,16.514,60.555
57.3098,16.497,60.616
57.3263,14.817,67.491
57.3411,17.096,58.494
57.3582,16.328,61.244
57.3746,15.655,63.877
57.3902,14.233,70.261
57.4044,17.104,58.465
57.4216,16.997,58.834
57.4386,17.273,57.895
57.4558,16.45,60.79
57.4723,17.045,58.669
57.4893,15.235,65.637
57.5046,17.132,58.371
57.5217,16.472,60.709
57.5382,16.046,62.321
57.5542,17.178,58.214
57.5714,13.321,75.07
57.5847,15.555,64.287
57.6003,17.222,58.067
57.6175,16.093,62.139
57.6336,15.802,63.283
57.6494,14.161,70.617
57.6635,15.65,63.898
57.6792,16.992,58.853
57.6962,15.263,65.517
57.7114,14.29,69.977
57.7257,16.303,61.34
57.742,15.636,63.955
57.7577,16.106,62.09
57.7738,14.712,67.972
57.7885,15.874,62.994
57.8044,16.867,59.287
57.8212,16.106,62.089
57.8373,16.438,60.836
57.8538,15.642,63.931
57.8694,16.24,61.577
57.8857,17.234,58.027
57.9029,17.94,55.741
57.9208,15.31,65.316
57.9361,15.986,62.556
57.9521,16.064,62.251
57.9682,14.311,69.877
57.9825,14.365,69.613
57.9969,15.934,62.76
58.0128,16.26,61.5
58.0291,14.982,66.749
58.044,15.328,65.239
58.0594,15.506,64.49
58.0749,16.78,59.596
58.0917,16.136,61.974
58.1078,14.847,67.355
58.1226,14.453,69.192
58.1371,16.015,62.442
58.1531,16.311,61.31
58.1694,14.199,70.426
58.1836,15.586,64.16
58.1992,16.953,58.985
58.2162,16.061,62.262
58.2322,15.948,62.705
58.2482,15.142,66.041
58.2633,15.926,62.789
58.2792,14.099,70.925
58.2933,16.77,59.63
58.3101,17.522,57.071
58.3276,16.006,62.477
58.3436,17.46,57.272
58.3611,15.484,64.585
58.3766,16.763,59.656
